created_at,full_text,username
Tue Feb 13 23:55:00 +0000 2024,Pastikan datang ke tps guys dan jangan lupa pastinya salam #02JariUngu untuk kemenangan @prabowo @gibran_tweet di pilpres kali ini yaaaa okegas ayogas️ https://t.co/r8qqNPoEBk,IrfandiMarshel
Tue Feb 13 23:55:00 +0000 2024,yok lah kita rapatkan barisan dan menangkan #02JariUngu @prabowo @gibran_tweet https://t.co/UdB1XCqQ7i,Gorioro
Tue Feb 13 23:55:00 +0000 2024,Jangan lupa ramai-ramai ke tps dan coblos @prabowo dan jangan lupa selfi dua jarinya #02JariUngu https://t.co/7DmVA8w60M,rindaaini146693
Tue Feb 13 23:55:00 +0000 2024,waktunya tiba ni guys yuk menangkan 02 utk kemajuan Indonesia bersama @prabowo #02JariUngu https://t.co/3sflN53cnF,salsabilah_puti
Tue Feb 13 23:55:00 +0000 2024,yok hari ini ke TPS tunjukkan dukunganmu untuk @prabowo @gibran_tweet dengan foto sehabis coblos yakk #02JariUngu ️ https://t.co/zTkaSPK0se,yinfibe
Tue Feb 13 23:55:00 +0000 2024,bisa yuk pak prabowo gibran menang sekali putaran #02JariUngu @detikcom https://t.co/gSlVqpC6LG,candidydy
Tue Feb 13 23:55:00 +0000 2024,Ayo kita ramaikan tps lalu jangan lupa untuk selfi du jari untuk kemajuan Indonesia dengan memilih @prabowo #02JariUngu https://t.co/ktwZ8RTF1r,maria45753
Tue Feb 13 23:55:00 +0000 2024,saatnya kita gass pilih 02 utk kemajuan Indonesia #02JariUngu @prabowo https://t.co/r8DJqTGftf,ArdaArilo
Tue Feb 13 23:55:00 +0000 2024,yuk gaes jangan lupa kita coblos 02 hari ini #02JariUngu @prabowo https://t.co/Dt4Lf7mZY2,NurulitaNaya
Tue Feb 13 23:55:00 +0000 2024,bisa nih diramein setelah coblos @prabowo dan @gibran_tweet hari ini kita up foto #02JariUngu https://t.co/V6sKbjBhNG,kewcutt
Tue Feb 13 23:55:00 +0000 2024,datang coblos selfi yuk kita menang kan 02 #02JariUngu @prabowo https://t.co/3ehn2TdVxl,VariandaAngga
Tue Feb 13 23:55:00 +0000 2024,gerakan #02JariUngu sebagai bentuk dukungan untuk pak @prabowo dan mas @gibran_tweet untuk meraih kemenangan https://t.co/DeLQYS5yL3,karinaa_ayz
Tue Feb 13 23:55:00 +0000 2024,Dua jari sekali putaran @prabowo dan jangan lupa selfi #02JariUngu https://t.co/n83PQr7FMz,mariska236454
Tue Feb 13 23:55:00 +0000 2024,Jangan lupa ya guys Dateng ke TPS hari ini gunakan hak pilih kita untuk Indonesia jangan lupa #02JariUngu ya kan pak @prabowo https://t.co/QjF1sKQN5n,TariTahubulat
Tue Feb 13 23:55:00 +0000 2024,Kita kawal kemenangan salam #02JariUngu ramaikan TPS dan gunakan hak pilih . 5 tahun ke depan insha Allah bersama @prabowo @gibran_tweet https://t.co/W8yguWlLaa,RoxyApa
Tue Feb 13 23:55:00 +0000 2024,Jujur sedih banget. Abis debat sama ayah masalah Prabowo dan alasannya kekeuh sama Prabowo karena Prabowo menjamin hidup tentara. Aku bilang yang ayah dapat itu cuma 1/8 nya sisanya dipake beli tanah sama Prabowo. Malah pilihanku yang diserang. I just speak fact dad,imjustwannadie_
Tue Feb 13 23:54:49 +0000 2024,Coblosan pertama ku untuk pak prabowo,jxxvxxca
Tue Feb 13 23:54:40 +0000 2024,@princeofzaza @aniesbaswedan Ga ngefek rakyat udah menentukan pilihan buat pilih prabowo gibran,bangsamsul_
Tue Feb 13 23:53:26 +0000 2024,@Juju_Julianna_ @jokowi @prabowo @gibran_tweet Seharum bunga bangkai,67f19a3fcb3a427
Tue Feb 13 23:53:19 +0000 2024,@Juju_Julianna_ @jokowi @prabowo @gibran_tweet Mereka semua sudah tidak punya rasa malu alias muka tembok..,AdiSisw44304855
Tue Feb 13 23:53:09 +0000 2024,@AndreasSolusi ..dan GP jg tdk gila jabatan...dan yg psti kalopun Ganjar yg jadi Prabowo tidak layak secara medis,StannisRagga
Tue Feb 13 23:53:03 +0000 2024,@adiansyahdompu @realfedinuril @prabowo @Dahnilanzar Kebodohan kok dipelihara makanya kalo sekolah itu yang bener bukan cuma main mobile legend,gerrfillah
Tue Feb 13 23:53:01 +0000 2024,@ARSIPAJA @prabowo Koncoisme? Nggak sekalian aja KONTOLISME Pak. ,gwathrenin
Tue Feb 13 23:53:01 +0000 2024,mau yg menang anies mau yg menang prabowo mau yg menang ganjar padahal yg jelas jelas menang dan gacor di tahun 2024 adalah MU dan Ferrari MENYALAA,rockysibatuu
Tue Feb 13 23:52:54 +0000 2024,Ini beneran bahas isu @prabowo alias si macan gemoy hanya mampu menjabat 2 tahun yg dibahas Connie dan Hasto kan? Ternyata memang sudah akan (dibikin) mati toh.,tariktothesea
Tue Feb 13 23:52:54 +0000 2024,@dayatpiliang Selesai pemilu kita jenguk prabowo di nusakambangan..,official28025
Tue Feb 13 23:52:42 +0000 2024,prabowo kalah gue bakal buka soup kitchen next time gue gajian,tatarsundal
Tue Feb 13 23:52:40 +0000 2024,@AndreasSolusi emang kayak Prabowo setelah kalah Ngemis ngemis jabatan Mentri Pertahanan. CUiHhhhh,raja_rommel
Tue Feb 13 23:52:27 +0000 2024,Sbg pendukung02 sakit hati ada ucapan dr mantan ketua PBNU Said Aqil krn dukung 01 dia main body shaming yg diduga di7kan kpd P.Prabowo pendukung 02 boleh serukan jgn pilih01 org pendatang jgn ikut2an kompetisi pilpres pendatang duduk manis jgn neko2 nikmati saja indahnya Indo,Budionotaslim3
Tue Feb 13 23:52:24 +0000 2024,kalo prabowo kalah gue beneran buka bake sale gak akan malu-malu lagi open PO kue kue dan makanan,tatarsundal
Tue Feb 13 23:52:21 +0000 2024,@billusion_ Bukannya golkar pengusul prabowo?,alfarisalazhar
Tue Feb 13 23:52:21 +0000 2024,Gak bisa bayangkan jika Prabowo berkuasa. Bisa bisa penjara penuh . Sedikit sedikit lapor. Ini belum berkuasa saja sudah arogan. #AsalBukan02 #AsalBukanPrabowoGibran #AsalBukanAnakJokowi,_G03NT03R_
Tue Feb 13 23:51:59 +0000 2024,@AndreasSolusi Jika pak Prabowo menang sy yakin pak Anies akan ttp menjadi orang baik yg akan selalu mengingatkan kebaikan,inonk245
Tue Feb 13 23:51:43 +0000 2024,@VIVAcoid Pak Prabowo pemimpin terkuat dimuka bumi ini https://t.co/i8XSH0h23k,KistiSamah
Tue Feb 13 23:51:38 +0000 2024,kreak kek joni aja milihnya bukan prabowo,zanddik
Tue Feb 13 23:51:34 +0000 2024,@CNNIndonesia saya sih ga bakal pilih Prabowo https://t.co/mgRpNVSSo3,karinaavt_
Tue Feb 13 23:51:34 +0000 2024,@CNNIndonesia siapa aja presidennya asal bukan Prabowo https://t.co/gnDOdkUjJe,gargarjar
Tue Feb 13 23:51:33 +0000 2024,@tvOneNews Tetap pak Prabowo pilihan ku yang tergemoy sepanjang masa https://t.co/B3myqqSEeF,supriyanto18208
Tue Feb 13 23:51:33 +0000 2024,@Dahnilanzar @prabowo Laporin lagi bang yg neror... blanko laporan polisi masih buanyaaaaaaaak,reza_nukleuz
Tue Feb 13 23:51:30 +0000 2024,@CNNIndonesia tetap ga pilih Prabowo https://t.co/8solXxHby0,bangchankings
Tue Feb 13 23:51:30 +0000 2024,@CNNIndonesia emg paling bener tuh ga pilih Prabowo https://t.co/KEQCp0tVxr,galihgrax
Tue Feb 13 23:51:25 +0000 2024,@AbrahamUmbas @PartaiSocmed @prabowo @jokowi @gibran_tweet @ListyoSigitP @titokarnavian_ @DivHumas_Polri @CCICPolri @airlangga_hrt @ZUL_Hasan @AgusYudhoyono @andre_rosiade @RosanRoeslani @kurawa @adearmando61 @wiranto1947 @hotmanParis @KPU_ID @bawaslu_RI @mbtB12947 Bru nge tag Udah nyebar kemana2 itu kemungkinan udah pada liat kan bu connie terkenal,ROJIKOJI21
Tue Feb 13 23:51:21 +0000 2024,@muchlis_ar @maju_ahmad @DS_yantie ...sambil nyanyi koor lagu 'buruh tani' melawan prabowo cs serasa buruh tani mahasiswa dan kaum miskin melawan kaum borjuis kapitalis birokrat fasis dan militer... serasa perjuangan kelas...,exodus9999
Tue Feb 13 23:51:10 +0000 2024,PRABOWO sudah BERBAKTI n BERJUANG buat BANGSA n NEGARA pada zamannya ANIES n GANJAR sudah JADI/BISA apa?O baru bisa MERAMBAT n MERANGKAK ya?.......sedangkan ANIES sama GANJAR paling baru jadi EMBRIO ya kan?! https://t.co/lzsubSdfeI,ArdoyantoE
Tue Feb 13 23:51:01 +0000 2024,@Dahnilanzar @prabowo lg buat framung mana ada yg mau ancam kang ancam sih,nandar5758
Tue Feb 13 23:50:56 +0000 2024,Yang di rumah malah lebih parah nyerangnya langsung personal bahkan istri sama anak Pak Anies juga dikatain jaNCOKKKKkk. Pengen gue seruduk semua orang. Yang paling bikin emosi tuh waktu mereka muji Prabowo katanya Pak Prabowo tuh kakinya sakit dulu pernah -,scorpiuskid
Tue Feb 13 23:50:55 +0000 2024,@__AnakKolong Hari ini jangan nangis guling guling ya Bong Jangan sampe tutup akun juga...Kalo mau minggat ke Suriah atau Yaman boleh juga tuh,CahKeren212
Tue Feb 13 23:50:41 +0000 2024,@AndreasSolusi Jgn masuk... ngapain masuk² ke pak prabowo. Tp di 2019 ngapain pak prabowo mau ikut masuk ke kabinet jokowi ya ??,kangsla91377426
Tue Feb 13 23:50:23 +0000 2024,Bismillah pak prabowo ,ccAahua
Tue Feb 13 23:50:22 +0000 2024,@tvOneNews tetap pada prinsip sih kalau anies kalah bakalan dukung ganjar. anti prabowo https://t.co/edjn4ujYPf,reidumpiez
Tue Feb 13 23:50:19 +0000 2024,@And__S123__ @kemalpalevi @ehardiantoo @prabowo Kalau gondok utk liat padahal kmu punya pilihan utk tidak melihat. Kasian sekali hati kmu diliputi rasa tidak suka sampai segitunya Semoga cepat sembuh ya ,ladwpy
Tue Feb 13 23:50:16 +0000 2024,@zy_zy_its_me @HARIMAU_JAYA @prabowo Lu jg lalai wo org mati depan tenda lu kau biarkan koid seharusnya kau ks makan jgn biarkan paham,baiki95
Tue Feb 13 23:50:01 +0000 2024,Prabowo subuhan dimana?,whatsadp
